Incident energy ; 
Incident energy ; 
Incident energy ; σ(E)
1.0E-5 ; 54.19595
1.0232929922807536E-5 ; 53.59543057085082
1.0471285480508985E-5 ; 52.98092324727401
1.071519305237607E-5 ; 52.371787384192025
1.0964781961431852E-5 ; 51.78279349962328
1.122018454301963E-5 ; 51.18008018504787
1.1481536214968817E-5 ; 50.6071197074429
1.1748975549395302E-5 ; 50.026583795416634
1.2022644346174132E-5 ; 49.45691158624177
1.230268770812381E-5 ; 48.895270061596875
1.2589254117941661E-5 ; 48.339248176110885
1.2882495516931348E-5 ; 47.812581931663026
1.3182567385564074E-5 ; 47.273648054448756
1.3489628825916533E-5 ; 46.722160794592696
1.3803842646028839E-5 ; 46.17020423223664
1.4125375446227526E-5 ; 45.66663499413987
1.445439770745928E-5 ; 45.151336121667235
1.4791083881682072E-5 ; 44.62403439653586
1.5135612484362071E-5 ; 44.10950491410224
1.5488166189124797E-5 ; 43.622487226343004
1.584893192461114E-5 ; 43.12412543934217
1.62181009735893E-5 ; 42.614155315083735
1.6595869074375598E-5 ; 42.1445658943194
1.6982436524617425E-5 ; 41.66897041401708
1.7378008287493764E-5 ; 41.18229689186327
1.778279410038923E-5 ; 40.71977002847876
1.8197008586099827E-5 ; 40.26213260980216
1.8620871366628657E-5 ; 39.79383544626493
1.9054607179632484E-5 ; 39.34677482696454
1.9498445997580456E-5 ; 38.90324492083386
1.9952623149688786E-5 ; 38.4493838760234
2.0417379446695274E-5 ; 38.030654655318685
2.089296130854041E-5 ; 37.60748064643058
2.1379620895022323E-5 ; 37.17444964862008
2.187761623949552E-5 ; 36.73161428210711
2.238721138568338E-5 ; 36.333146209718336
2.290867652767775E-5 ; 35.925396623595255
2.344228815319923E-5 ; 35.50814932951016
2.39883291901949E-5 ; 35.10209632497825
2.4547089156850286E-5 ; 34.71421558631212
2.511886431509577E-5 ; 34.317299944594396
2.5703957827688645E-5 ; 33.91686391879094
2.6302679918953814E-5 ; 33.544653562277695
2.691534803926914E-5 ; 33.16377331280338
2.7542287033381633E-5 ; 32.776589342346774
2.818382931264455E-5 ; 32.416720050047914
2.8840315031266056E-5 ; 32.048468325101496
2.951209226666384E-5 ; 31.678696059876994
3.019951720402013E-5 ; 31.32847596845854
3.090295432513592E-5 ; 30.970098203154084
3.1622776601683795E-5 ; 30.619802751789177
3.235936569296281E-5 ; 30.277000081420653
3.3113112148259076E-5 ; 29.92621251109741
3.3884415613920276E-5 ; 29.5961725951845
3.467368504525317E-5 ; 29.258908295942778
3.5481338923357534E-5 ; 28.932157920653264
3.63078054770101E-5 ; 28.61054011423247
3.715352290971728E-5 ; 28.28143086672934
