Incident energy ; 
Incident energy ; 
Incident energy ; σ(E)
1.0E-5 ; 54.1874
1.0232929922807536E-5 ; 53.58697746969871
1.0471285480508985E-5 ; 52.97256930203392
1.071519305237607E-5 ; 52.363532018324136
1.0964781961431852E-5 ; 51.774633975896464
1.122018454301963E-5 ; 51.172018735912395
1.1481536214968817E-5 ; 50.59914750361112
1.1748975549395302E-5 ; 50.018701451201224
1.2022644346174132E-5 ; 49.44911883243256
1.230268770812381E-5 ; 48.88756692166347
1.2589254117941661E-5 ; 48.33163316726391
1.2882495516931348E-5 ; 47.805049030407766
1.3182567385564074E-5 ; 47.26619917331671
1.3489628825916533E-5 ; 46.71479789066395
1.3803842646028839E-5 ; 46.16292801595402
1.4125375446227526E-5 ; 45.6594410902541
1.445439770745928E-5 ; 45.14422644748034
1.4791083881682072E-5 ; 44.617010914009576
1.5135612484362071E-5 ; 44.10256312149898
1.5488166189124797E-5 ; 43.615618764910344
1.584893192461114E-5 ; 43.117332017182484
1.62181009735893E-5 ; 42.60743868008625
1.6595869074375598E-5 ; 42.13792506813428
1.6982436524617425E-5 ; 41.66240690132201
1.7378008287493764E-5 ; 41.175812493520766
1.778279410038923E-5 ; 40.71335980024044
1.8197008586099827E-5 ; 40.25579528331331
1.8620871366628657E-5 ; 39.78757271962545
1.9054607179632484E-5 ; 39.34058356411328
1.9498445997580456E-5 ; 38.89712467219347
1.9952623149688786E-5 ; 38.44333629572735
2.0417379446695274E-5 ; 38.024672531935295
2.089296130854041E-5 ; 37.60156447039871
2.1379620895022323E-5 ; 37.16860095605086
2.187761623949552E-5 ; 36.725834616985765
2.238721138568338E-5 ; 36.32743177277571
2.290867652767775E-5 ; 35.9197489341908
2.344228815319923E-5 ; 35.50256994239378
2.39883291901949E-5 ; 35.09658174675854
2.4547089156850286E-5 ; 34.708760609155526
2.511886431509577E-5 ; 34.31190595678802
2.5703957827688645E-5 ; 33.9115314987424
2.6302679918953814E-5 ; 33.539378619549915
2.691534803926914E-5 ; 33.15855718621514
2.7542287033381633E-5 ; 32.77143340190198
2.818382931264455E-5 ; 32.411625697661925
2.8840315031266056E-5 ; 32.04343699534449
2.951209226666384E-5 ; 31.673727027258327
3.019951720402013E-5 ; 31.323561929834863
3.090295432513592E-5 ; 30.9652404395001
3.1622776601683795E-5 ; 30.61499859763356
3.235936569296281E-5 ; 30.272246997442032
3.3113112148259076E-5 ; 29.921511686873025
3.3884415613920276E-5 ; 29.591529298217004
3.467368504525317E-5 ; 29.25432393109282
3.5481338923357534E-5 ; 28.927626800988666
3.63078054770101E-5 ; 28.60605858256109
3.715352290971728E-5 ; 28.27700007810392
